Marka,Model,Depolama,RAM,Yaş,Fiyat
Xiaomi,Mi 11,128,8,0,18744.15
Samsung,Galaxy S21,128,12,1,20041.06
Xiaomi,Redmi Note 8,128,6,0,15548.63
Xiaomi,Redmi Note 8,128,8,4,13456.57
OnePlus,8T,256,4,4,25801.18
Samsung,Galaxy S10,64,12,5,10843.65
Huawei,P40,128,8,4,14829.37
Apple,iPhone 10,64,4,5,10687.59
Samsung,Galaxy S10,64,6,4,10148.02
Samsung,Galaxy S10,64,8,3,11740.83
Huawei,P40,256,12,3,26257.8
OnePlus,8T,64,8,4,12616.93
Xiaomi,Redmi Note 8,128,6,4,11090.97
OnePlus,8T,256,4,0,27139.33
OnePlus,8T,64,12,5,10906.3
Oppo,A15,128,8,0,17455.24
Huawei,P30,256,8,2,23600.51
Oppo,A15,128,8,4,11560.43
Oppo,Reno 5,64,4,4,6508.8
Samsung,Galaxy S10,128,8,1,18544.8
Xiaomi,Redmi Note 8,128,12,3,13623.58
OnePlus,9 Pro,64,6,2,12351.92
Apple,iPhone 10,128,6,1,21379.39
Oppo,Find X3,256,8,3,20069.35
Samsung,Galaxy S20,64,4,0,16847.98
Samsung,Galaxy S20,256,8,4,21777.5
Samsung,Galaxy S20,128,8,1,20241.88
OnePlus,8T,128,6,5,12317.58
Huawei,P30,64,12,0,12565.19
Samsung,Galaxy S21,128,12,1,18773.56
Samsung,Galaxy S20,256,12,2,28379.12
Apple,iPhone 10,256,8,4,29101.99
Oppo,A15,128,4,2,14712.98
Xiaomi,Redmi Note 8,128,8,5,12007.15
Oppo,A15,64,6,5,6590.56
Oppo,Find X3,256,8,3,19428.07
Xiaomi,Mi 11,64,4,1,12701.95
OnePlus,9 Pro,256,8,5,21800.01
Samsung,Galaxy S10,256,4,4,22497.04
Samsung,Galaxy S21,128,8,2,21547.38
Xiaomi,Redmi Note 8,64,6,4,7472.62
Huawei,P40,64,4,4,10342.63
Samsung,Galaxy S10,128,6,1,17886.44
Xiaomi,Redmi Note 9,128,8,2,15616.2
Samsung,Galaxy S20,64,4,1,15353.45
Huawei,P30,64,12,3,9686.29
Xiaomi,Redmi Note 8,128,12,5,11501.32
Samsung,Galaxy S10,256,8,4,23022.07
Huawei,P30,64,6,1,12265.21
Samsung,Galaxy S20,256,8,2,27068.78
Huawei,P40,256,8,3,24644.69
Apple,iPhone 11,256,6,0,28124.05
Xiaomi,Redmi Note 9,128,12,5,13511.61
Samsung,Galaxy S10,128,8,5,13439.89
Samsung,Galaxy S10,256,6,1,29133.69
Samsung,Galaxy S10,128,12,4,16566.47
Huawei,P40,64,6,2,11110.56
Samsung,Galaxy S21,256,6,2,27788.8
Xiaomi,Redmi Note 9,128,8,4,11542.1
Oppo,Find X3,128,8,5,11217.7
Huawei,Mate 40,256,8,3,25142.35
Huawei,P40,128,8,4,12534.14
Oppo,A15,256,8,5,20860.29
Samsung,Galaxy S20,128,8,1,19033.95
OnePlus,Nord,256,12,5,21591.19
Samsung,Galaxy S20,64,4,3,14093.59
Samsung,Galaxy S10,64,12,0,16914.69
Samsung,Galaxy S10,64,6,1,13601.85
Oppo,Find X3,256,4,2,20908.66
Xiaomi,Mi 11,64,12,0,14600.33
Huawei,Mate 40,256,4,3,20066.21
Xiaomi,Redmi Note 9,256,6,0,23717.86
OnePlus,9 Pro,128,12,3,19069.45
OnePlus,9 Pro,64,6,0,18023.77
Apple,iPhone 12,128,6,2,20338.03
Samsung,Galaxy S10,256,6,5,25385.5
Apple,iPhone 12,64,6,1,15362.31
Xiaomi,Redmi Note 8,256,4,2,23362.76
Huawei,P40,128,12,4,16113.6
OnePlus,8T,256,8,2,24581.72
Huawei,P30,128,12,5,11424.62
Apple,iPhone 11,256,6,1,33226.57
Huawei,P30,128,8,1,17613.58
Xiaomi,Redmi Note 8,64,4,4,7475.38
Xiaomi,Redmi Note 8,256,6,1,21814.1
Huawei,Mate 40,256,12,0,23778.05
Oppo,Find X3,128,8,0,15499.55
Huawei,P40,256,12,2,27836.82
Oppo,Find X3,128,8,0,16154.29
OnePlus,9 Pro,64,4,3,10848.81
Samsung,Galaxy S10,64,8,0,14138.42
Huawei,P30,64,8,1,13294.08
Samsung,Galaxy S10,128,6,2,17288.32
OnePlus,Nord,128,6,0,17696.25
Xiaomi,Redmi Note 9,64,12,1,11793.52
Samsung,Galaxy S20,256,12,5,24947.36
Apple,iPhone 11,128,12,4,21149.51
OnePlus,9 Pro,256,6,3,23657.37
Xiaomi,Mi 11,64,12,1,11495.72
Xiaomi,Mi 11,64,12,2,12434.17
OnePlus,Nord,128,12,5,14716.64
Xiaomi,Redmi Note 8,64,12,5,6745.58
OnePlus,8T,256,12,0,30708.58
Oppo,A15,256,12,2,19628.73
Oppo,A15,128,8,2,13867.25
Xiaomi,Redmi Note 8,128,12,3,15805.45
Samsung,Galaxy S10,64,8,3,11131.54
Huawei,P30,128,12,2,15150.6
Oppo,Find X3,64,4,3,9591.7
Apple,iPhone 12,128,12,5,19208.68
Huawei,Mate 40,128,6,1,18892.83
Xiaomi,Redmi Note 9,256,12,3,24364.84
Xiaomi,Redmi Note 9,256,6,2,20309.92
Huawei,P40,64,8,2,10814.64
Oppo,A15,128,12,3,11359.99
Xiaomi,Mi 11,64,12,1,13972.21
OnePlus,Nord,64,4,3,11482.48
Oppo,A15,256,12,3,19073.02
Huawei,Mate 40,256,4,5,20666.43
Xiaomi,Redmi Note 8,64,6,4,7277.34
Samsung,Galaxy S20,256,6,3,21873.25
Apple,iPhone 11,64,6,1,16638.33
Samsung,Galaxy S10,128,4,5,15810.77
OnePlus,9 Pro,256,12,1,24847.35
Oppo,Find X3,128,8,1,15016.77
Oppo,Find X3,128,6,5,11386.58
Xiaomi,Redmi Note 8,64,8,3,9962.03
Xiaomi,Mi 11,64,4,0,14498.53
Oppo,Find X3,256,12,5,18451.49
Huawei,P40,256,6,1,26633.76
Oppo,Reno 5,256,6,0,24775.2
Samsung,Galaxy S21,256,8,2,26463.57
Oppo,A15,64,8,3,9433.4
Samsung,Galaxy S21,256,12,0,28237.32
Samsung,Galaxy S10,128,6,1,20861.24
OnePlus,Nord,128,8,3,15847.73
Oppo,Find X3,64,8,3,8879.32
OnePlus,Nord,256,6,2,23709.79
Apple,iPhone 12,256,6,5,24305.3
Oppo,A15,128,6,5,9482.42
Samsung,Galaxy S10,64,8,1,14282.84
Xiaomi,Mi 11,256,12,3,20650.7
Oppo,Reno 5,256,8,0,26087.93
Oppo,A15,64,8,4,6752.15
Samsung,Galaxy S20,128,8,2,18555.57
Samsung,Galaxy S10,256,4,0,29746.3
Apple,iPhone 11,64,6,2,17335.96
Oppo,Reno 5,256,8,3,19461.11
Oppo,A15,128,12,0,14711.1
Oppo,A15,256,12,2,24671.21
Apple,iPhone 10,128,6,2,20071.05
OnePlus,9 Pro,64,4,1,15022.05
OnePlus,Nord,256,12,3,25240.94
Oppo,Find X3,64,8,4,9302.99
Apple,iPhone 12,64,4,3,13654.67
Huawei,P40,256,4,4,22647.47
Xiaomi,Redmi Note 9,64,4,4,8999.79
Oppo,Find X3,256,6,0,25476.82
Huawei,P40,256,4,0,27940.4
Xiaomi,Redmi Note 9,64,6,5,7247.6
Oppo,A15,128,6,2,11602.41
Apple,iPhone 11,128,6,0,25358.86
Huawei,Mate 40,128,4,5,12258.05
Apple,iPhone 12,256,4,3,31466.0
Xiaomi,Mi 11,128,6,0,14964.65
Xiaomi,Redmi Note 9,128,8,4,12408.26
Huawei,P30,128,6,3,14602.84
Oppo,Find X3,64,4,5,5800.69
Oppo,Reno 5,64,6,2,10029.32
Xiaomi,Mi 11,128,4,0,14766.71
Xiaomi,Mi 11,128,12,1,18994.98
Oppo,Reno 5,256,4,5,18032.23
Samsung,Galaxy S10,256,12,1,29465.62
Apple,iPhone 11,256,6,3,30394.83
Samsung,Galaxy S10,128,8,0,22599.67
OnePlus,Nord,128,4,3,13532.52
Apple,iPhone 11,64,8,0,19765.13
Samsung,Galaxy S20,128,8,2,18378.57
Oppo,A15,64,12,2,9139.38
Huawei,P30,128,8,0,15409.19
Samsung,Galaxy S10,128,12,1,21318.78
Apple,iPhone 12,128,4,3,16730.05
Oppo,A15,128,8,1,16584.61
Oppo,Reno 5,256,4,0,20421.07
Apple,iPhone 10,64,6,1,18375.5
Huawei,P30,64,4,1,12469.81
Samsung,Galaxy S20,256,12,0,29269.8
Oppo,Reno 5,64,6,4,8214.65
Huawei,P40,64,8,0,13768.11
Apple,iPhone 12,64,6,2,16572.97
Oppo,Reno 5,256,6,0,25485.18
Apple,iPhone 10,128,8,0,19960.94
Xiaomi,Redmi Note 8,256,4,1,21266.39
Samsung,Galaxy S20,128,4,2,20087.87
Apple,iPhone 11,256,4,4,26889.18
Samsung,Galaxy S20,128,4,0,21373.31
Samsung,Galaxy S10,256,4,2,27969.58
Oppo,Reno 5,256,12,4,19137.54
Oppo,Reno 5,128,8,4,10850.47
Huawei,P40,256,4,2,22394.7
Samsung,Galaxy S10,64,12,5,10814.53
OnePlus,9 Pro,256,12,0,25626.66
Samsung,Galaxy S10,128,4,4,14069.94
Huawei,P40,64,4,4,8159.82
Oppo,Find X3,128,6,0,14464.71
Oppo,A15,256,6,1,20138.18
OnePlus,8T,128,6,3,14336.99
Xiaomi,Mi 11,64,12,1,11714.18
OnePlus,8T,256,12,4,22400.45
Oppo,A15,64,12,4,7017.73
Huawei,P30,256,8,0,28809.2
Samsung,Galaxy S21,64,8,3,12815.01
Xiaomi,Redmi Note 8,128,8,3,13656.57
OnePlus,9 Pro,256,4,3,23886.19
Apple,iPhone 10,128,8,2,18332.09
Apple,iPhone 10,128,4,5,14958.13
Huawei,P40,64,8,0,12781.32
Huawei,P40,128,6,5,11111.07
OnePlus,Nord,256,4,5,21487.9
Apple,iPhone 12,128,12,2,21224.13
Apple,iPhone 11,256,6,3,23811.98
Xiaomi,Redmi Note 9,128,6,5,10737.04
OnePlus,8T,64,6,3,12330.5
Oppo,Find X3,256,12,3,22939.07
Oppo,Find X3,128,6,2,15200.2
Oppo,Find X3,128,6,1,15900.14
Apple,iPhone 10,64,12,4,14840.1
OnePlus,Nord,128,4,2,18300.59
Xiaomi,Redmi Note 8,64,8,0,11283.7
Samsung,Galaxy S20,256,4,3,23116.94
Huawei,Mate 40,256,12,2,23734.09
Samsung,Galaxy S21,256,4,2,29528.63
Oppo,A15,128,4,4,11993.01
Oppo,Reno 5,256,4,4,18408.33
Xiaomi,Mi 11,128,6,4,13860.74
Oppo,A15,256,6,5,20223.29
Oppo,Find X3,128,4,3,12328.75
OnePlus,8T,64,8,4,12029.27
OnePlus,Nord,256,6,3,24739.89
Apple,iPhone 10,128,4,3,17728.42
Samsung,Galaxy S20,128,12,1,19534.08
Samsung,Galaxy S20,256,6,3,27376.15
Oppo,Find X3,256,6,3,22677.53
Oppo,Reno 5,256,8,3,19651.0
Xiaomi,Mi 11,64,8,4,9869.11
Oppo,Find X3,64,8,1,11541.09
Xiaomi,Redmi Note 9,128,12,0,15098.99
Apple,iPhone 11,64,12,1,17132.78
Xiaomi,Mi 11,128,6,2,15514.74
Samsung,Galaxy S10,256,4,5,23310.3
OnePlus,9 Pro,128,8,0,18992.2
Apple,iPhone 11,256,6,4,25805.09
Xiaomi,Redmi Note 8,128,6,3,12066.86
Samsung,Galaxy S10,256,8,2,24955.79
Oppo,Reno 5,128,4,5,11403.29
Xiaomi,Redmi Note 9,64,8,0,13942.56
Apple,iPhone 10,128,12,2,20552.96
Oppo,A15,256,6,3,20943.57
Oppo,Reno 5,128,12,3,13148.1
Samsung,Galaxy S10,256,6,4,23912.46
OnePlus,9 Pro,64,8,2,12728.54
Xiaomi,Redmi Note 8,256,12,3,23758.71
Samsung,Galaxy S10,128,8,4,16923.16
Huawei,P40,64,8,0,12867.7
Huawei,Mate 40,64,8,4,9164.0
OnePlus,Nord,256,6,5,18940.62
Oppo,Reno 5,64,8,1,10867.59
Oppo,Find X3,64,4,5,6628.51
Samsung,Galaxy S10,256,12,2,24667.89
Samsung,Galaxy S10,64,6,0,17376.71
Huawei,P40,64,6,1,12891.28
Samsung,Galaxy S21,64,8,2,15353.91
Xiaomi,Mi 11,256,6,1,26984.13
Oppo,Find X3,128,12,5,10653.44
Samsung,Galaxy S20,128,6,3,17486.84
OnePlus,8T,256,8,4,21390.25
Apple,iPhone 11,64,6,4,14948.4
Huawei,P40,64,12,3,11960.2
Apple,iPhone 11,128,6,5,17180.94
Huawei,P30,128,4,5,10667.85
Apple,iPhone 10,256,4,5,22080.83
OnePlus,Nord,256,8,1,25303.6
Xiaomi,Redmi Note 9,64,8,3,10846.22
Samsung,Galaxy S21,64,4,2,13586.22
Apple,iPhone 10,64,8,2,14812.2
Samsung,Galaxy S10,128,12,0,19167.92
OnePlus,9 Pro,64,8,3,13676.78
Apple,iPhone 12,64,12,0,20339.64
OnePlus,Nord,64,4,5,9439.24
Oppo,Find X3,64,8,2,8886.6
Xiaomi,Redmi Note 8,128,6,3,13326.1
Apple,iPhone 11,64,6,0,20103.3
Samsung,Galaxy S10,128,6,5,14474.95
OnePlus,8T,128,8,5,15543.94
Oppo,A15,128,8,5,11400.93
Huawei,P30,256,12,5,18718.77
Oppo,Reno 5,256,12,4,20888.91
Xiaomi,Redmi Note 9,64,4,1,11914.96
OnePlus,Nord,256,12,0,30198.57
Xiaomi,Mi 11,256,8,5,19971.12
Apple,iPhone 10,256,6,1,25560.14
Samsung,Galaxy S20,128,4,1,16901.19
OnePlus,Nord,128,12,5,15356.95
Samsung,Galaxy S21,128,12,0,21151.03
Samsung,Galaxy S20,128,12,2,19881.89
Samsung,Galaxy S20,128,12,0,23219.07
Xiaomi,Mi 11,256,6,4,18211.74
Apple,iPhone 10,256,4,4,28740.95
Apple,iPhone 12,64,4,5,14248.99
Samsung,Galaxy S10,64,6,1,15064.64
Huawei,P40,128,4,1,15554.37
Oppo,Reno 5,128,6,1,16397.41
Huawei,P30,128,6,1,17100.35
Oppo,A15,64,8,5,6449.31
Xiaomi,Mi 11,256,6,4,18213.49
Xiaomi,Redmi Note 8,64,4,5,7717.16
OnePlus,9 Pro,64,6,5,11738.7
Oppo,Reno 5,128,8,3,13914.05
Samsung,Galaxy S10,256,6,4,21043.49
Oppo,Reno 5,256,12,5,18305.59
Samsung,Galaxy S10,64,12,2,15093.23
Oppo,Reno 5,64,6,0,11354.15
Apple,iPhone 10,128,8,1,18731.87
Huawei,Mate 40,64,4,5,8717.75
OnePlus,Nord,128,6,1,15908.24
Huawei,P40,256,12,0,24796.34
Huawei,Mate 40,128,12,0,16528.17
OnePlus,9 Pro,128,12,5,17160.11
Samsung,Galaxy S21,128,8,2,17872.96
Apple,iPhone 10,256,4,5,23070.41
Xiaomi,Mi 11,128,6,5,11078.56
Xiaomi,Mi 11,256,6,1,24855.24
Samsung,Galaxy S20,128,12,4,15334.05
Oppo,A15,128,8,5,9472.24
Apple,iPhone 10,256,12,4,26352.49
Xiaomi,Redmi Note 8,128,8,0,14379.36
Apple,iPhone 11,256,4,5,23665.88
Apple,iPhone 12,256,4,1,29838.3
Apple,iPhone 12,64,8,4,14133.48
Xiaomi,Mi 11,64,4,0,12315.34
Samsung,Galaxy S21,128,6,5,14281.2
Xiaomi,Redmi Note 9,128,6,0,16866.93
Huawei,P40,64,4,0,12371.1
OnePlus,Nord,128,6,4,15232.21
OnePlus,8T,256,12,2,26944.48
Samsung,Galaxy S10,64,8,4,11214.04
Oppo,Find X3,128,4,0,15582.36
Apple,iPhone 11,128,4,0,23792.69
Xiaomi,Redmi Note 9,64,6,3,9317.09
Oppo,A15,64,6,0,12879.85
Samsung,Galaxy S10,256,6,1,28316.82
Xiaomi,Redmi Note 8,64,4,4,6991.42
Apple,iPhone 12,128,6,4,21228.23
OnePlus,8T,128,12,0,22118.06
Oppo,A15,64,4,0,9724.45
Xiaomi,Redmi Note 9,256,4,0,24347.52
OnePlus,8T,64,4,2,11313.05
OnePlus,8T,128,6,2,16502.98
Apple,iPhone 12,256,12,5,30347.59
Huawei,P40,128,4,2,14972.28
Samsung,Galaxy S20,128,12,0,20277.52
Apple,iPhone 12,64,4,3,14991.12
Apple,iPhone 10,64,12,1,19575.05
Oppo,A15,64,12,2,10950.45
Xiaomi,Mi 11,64,4,3,8862.02
Huawei,P30,64,6,0,12816.66
Huawei,Mate 40,64,12,2,13005.16
Huawei,P40,256,6,2,24546.48
Oppo,A15,64,8,0,12862.61
Huawei,Mate 40,64,8,4,9879.25
Xiaomi,Mi 11,64,8,0,12348.62
Apple,iPhone 10,256,8,1,25923.48
Apple,iPhone 11,64,8,3,13733.17
Xiaomi,Mi 11,128,4,5,12593.25
Samsung,Galaxy S10,64,6,3,13752.75
Apple,iPhone 12,64,12,2,17230.35
Apple,iPhone 11,64,12,1,16515.51
Huawei,P30,64,4,5,6908.04
Huawei,Mate 40,64,12,5,9395.98
Samsung,Galaxy S20,128,8,4,15964.82
Samsung,Galaxy S20,128,12,1,21320.67
OnePlus,9 Pro,256,8,3,25789.99
Huawei,P40,64,8,0,11874.37
Oppo,Reno 5,256,6,2,24831.02
Oppo,A15,64,12,5,6867.71
Xiaomi,Redmi Note 9,64,8,3,9226.58
OnePlus,9 Pro,256,8,4,24440.88
Xiaomi,Redmi Note 9,128,8,3,13965.82
Samsung,Galaxy S20,256,8,1,27858.02
OnePlus,Nord,128,12,0,17830.65
OnePlus,Nord,64,12,5,10624.68
Samsung,Galaxy S21,64,6,3,13652.32
Xiaomi,Mi 11,64,12,3,10069.78
Oppo,Find X3,64,12,3,9269.77
Xiaomi,Redmi Note 9,128,8,0,15527.24
Oppo,Find X3,128,12,2,15522.22
Xiaomi,Redmi Note 9,256,12,5,20367.77
Xiaomi,Redmi Note 9,256,8,1,24764.66
OnePlus,Nord,256,4,2,26804.45
Samsung,Galaxy S10,64,4,1,14703.39
Apple,iPhone 11,256,4,4,27305.13
OnePlus,8T,64,12,1,12977.59
Huawei,P40,128,6,0,19344.72
Xiaomi,Redmi Note 8,128,8,5,11309.93
Samsung,Galaxy S20,64,4,3,11570.02
OnePlus,9 Pro,128,6,3,17792.96
Samsung,Galaxy S10,256,4,5,23759.05
OnePlus,Nord,128,4,0,20381.59
Oppo,Find X3,64,6,3,9817.69
Huawei,P30,256,4,1,23060.21
Apple,iPhone 11,256,8,4,22847.89
Oppo,Reno 5,64,4,1,9094.5
OnePlus,9 Pro,64,6,4,12789.69
Apple,iPhone 11,64,8,0,17357.74
Oppo,A15,64,6,4,8002.28
Xiaomi,Mi 11,256,4,0,27995.36
OnePlus,8T,64,4,4,10922.07
Oppo,Reno 5,128,6,5,9436.53
Apple,iPhone 10,256,12,2,31259.76
Huawei,Mate 40,64,6,3,11964.71
OnePlus,Nord,128,12,2,16913.38
OnePlus,9 Pro,128,4,3,14490.17
Huawei,P30,256,4,2,20807.66
Oppo,Find X3,128,4,2,12254.32
OnePlus,8T,64,8,0,15958.17
Huawei,Mate 40,64,12,3,12471.51
Samsung,Galaxy S20,64,8,5,11039.81
Oppo,Find X3,128,12,3,12558.18
Oppo,Find X3,128,4,5,10331.6
Huawei,Mate 40,256,6,3,23513.14
Oppo,A15,128,4,5,10917.09
Samsung,Galaxy S20,256,8,5,21635.61
Apple,iPhone 11,128,8,3,17561.71
Huawei,P40,256,4,5,19619.68
Oppo,A15,128,12,1,15019.05
Xiaomi,Redmi Note 8,128,4,2,13581.79
Oppo,Reno 5,128,6,1,13788.57
Oppo,A15,256,12,2,23335.45
OnePlus,8T,256,4,1,23844.08
Huawei,Mate 40,64,8,1,14353.08
Xiaomi,Redmi Note 8,128,12,0,18128.87
Apple,iPhone 10,256,12,2,32588.77
OnePlus,Nord,128,12,0,21740.88
Xiaomi,Redmi Note 9,256,8,0,25973.95
Xiaomi,Mi 11,256,6,0,21703.1
OnePlus,9 Pro,128,8,2,20133.64
OnePlus,9 Pro,256,8,4,26363.02
Huawei,P30,64,6,4,8587.9
Oppo,A15,128,12,1,14041.21
OnePlus,8T,64,6,0,15507.36
Oppo,Find X3,256,6,4,22896.79
Huawei,P40,256,4,1,21934.41
OnePlus,8T,256,12,0,31235.48
Samsung,Galaxy S21,128,8,5,16347.86
Huawei,P40,256,8,0,27186.77
Huawei,P40,256,8,4,21514.33
OnePlus,9 Pro,256,6,0,28751.13
Apple,iPhone 12,64,8,1,15916.15
Xiaomi,Redmi Note 9,64,4,1,10896.19
Samsung,Galaxy S10,256,6,5,23414.09
Huawei,P40,256,12,4,19414.23
Apple,iPhone 12,128,8,5,18915.82
Xiaomi,Redmi Note 9,128,6,4,11682.39
Oppo,Reno 5,256,8,5,16313.35
Xiaomi,Redmi Note 9,64,8,3,10055.46
Oppo,Find X3,64,4,1,10937.21
Apple,iPhone 10,256,6,0,32115.01
OnePlus,Nord,64,8,5,9957.09
Huawei,P40,256,4,1,23060.84
Apple,iPhone 10,256,12,3,27093.65
Huawei,P40,64,4,0,13596.14
Samsung,Galaxy S21,128,12,1,18708.05
Huawei,Mate 40,128,8,4,16016.41
Apple,iPhone 11,256,4,2,24244.26
Oppo,Find X3,256,12,5,21416.26
OnePlus,8T,64,6,1,16303.13
Huawei,P40,128,6,3,15982.55
Samsung,Galaxy S20,64,6,1,14484.01
Samsung,Galaxy S21,128,8,1,17574.49
OnePlus,8T,64,12,3,13708.73
Samsung,Galaxy S21,64,8,4,11503.67
Samsung,Galaxy S21,128,8,5,16247.88
Xiaomi,Redmi Note 8,128,6,1,13553.44
Apple,iPhone 11,64,6,2,14401.36
Xiaomi,Mi 11,64,4,3,10004.51
Huawei,P40,64,12,5,10273.48
Oppo,Reno 5,128,12,4,12738.72
Huawei,P40,128,8,0,16564.0
Huawei,Mate 40,128,8,0,19948.88
Apple,iPhone 10,256,12,1,33531.74
Apple,iPhone 10,256,6,0,29433.72
Samsung,Galaxy S20,128,6,2,16223.58
Huawei,P30,128,6,4,13332.33
Xiaomi,Redmi Note 8,128,8,0,15341.26
OnePlus,9 Pro,64,4,2,13163.99
Huawei,P30,64,12,3,12273.08
Oppo,Reno 5,256,4,5,18780.73
Huawei,Mate 40,64,8,1,12427.97
Apple,iPhone 10,128,4,0,19510.85
Apple,iPhone 12,256,6,1,31311.13
Huawei,Mate 40,128,8,3,15079.18
OnePlus,Nord,256,8,2,27864.82
Xiaomi,Mi 11,128,8,2,14839.13
Samsung,Galaxy S20,256,12,4,26400.75
Apple,iPhone 12,256,12,5,25040.54
Xiaomi,Redmi Note 8,64,4,4,8229.54
OnePlus,9 Pro,256,12,2,27177.51
Huawei,P30,256,8,4,18692.77
Oppo,Find X3,64,6,4,7261.77
Apple,iPhone 11,128,8,3,19238.62
Xiaomi,Redmi Note 8,128,12,0,19446.47
Samsung,Galaxy S20,128,6,4,18091.53
Apple,iPhone 11,256,12,0,30617.58
Apple,iPhone 10,128,4,5,16520.99
Samsung,Galaxy S20,64,8,0,17854.8
Apple,iPhone 11,64,6,0,19949.15
Apple,iPhone 11,256,12,4,25523.2
Huawei,Mate 40,256,4,1,22700.13
Apple,iPhone 11,256,4,0,33605.59
Oppo,Find X3,64,4,4,7835.19
Xiaomi,Mi 11,128,12,2,13973.5
Oppo,A15,256,8,3,22266.68
Xiaomi,Mi 11,128,4,5,12854.51
Samsung,Galaxy S10,64,8,4,10593.28
Huawei,Mate 40,128,4,4,13293.14
Huawei,P40,256,12,1,23421.96
Oppo,Reno 5,256,8,2,19280.25
Xiaomi,Redmi Note 8,256,8,3,23755.5
OnePlus,8T,128,8,3,18473.42
Apple,iPhone 10,128,6,0,23325.2
Apple,iPhone 12,128,4,4,19357.55
Xiaomi,Redmi Note 9,256,6,4,19102.39
OnePlus,9 Pro,64,12,4,12418.21
Apple,iPhone 10,256,12,2,27217.47
OnePlus,8T,256,4,0,26104.6
Xiaomi,Redmi Note 9,256,6,3,20720.23
Xiaomi,Mi 11,256,12,1,25198.0
Oppo,A15,64,4,2,9286.77
OnePlus,9 Pro,128,12,4,15503.2
Oppo,Reno 5,128,8,2,13054.82
OnePlus,8T,256,6,5,19417.92
OnePlus,8T,256,8,2,25407.19
OnePlus,Nord,128,8,0,21428.32
Xiaomi,Redmi Note 9,256,6,2,25338.69
Huawei,P30,64,6,3,8705.08
Huawei,Mate 40,128,4,0,17288.43
Samsung,Galaxy S10,128,4,3,17127.87
Samsung,Galaxy S20,256,4,0,27355.72
OnePlus,Nord,256,12,1,23803.77
Huawei,P30,64,12,1,11940.86
Oppo,Reno 5,64,4,1,11716.31
Huawei,Mate 40,256,4,5,20810.79
OnePlus,Nord,128,6,3,17302.78
OnePlus,Nord,256,8,0,26056.79
Apple,iPhone 11,256,4,4,27134.0
OnePlus,9 Pro,64,6,5,11972.44
Oppo,Find X3,256,4,2,20840.45
OnePlus,Nord,128,4,1,15329.89
OnePlus,Nord,128,4,0,16460.0
Samsung,Galaxy S10,64,8,4,12551.94
Oppo,A15,64,6,1,11766.75
Samsung,Galaxy S21,128,4,1,19952.21
Huawei,Mate 40,256,4,2,20825.88
Huawei,Mate 40,256,8,2,24184.94
Apple,iPhone 10,128,6,2,19880.34
Apple,iPhone 10,128,6,3,16987.35
OnePlus,8T,128,12,3,17768.12
Oppo,A15,64,8,2,9539.52
Huawei,Mate 40,128,4,1,16427.32
Oppo,Reno 5,64,8,0,12062.58
Xiaomi,Redmi Note 8,256,12,2,23180.15
Oppo,Reno 5,256,8,0,21662.88
OnePlus,9 Pro,64,6,0,15180.9
Apple,iPhone 11,128,12,1,19097.75
Oppo,Reno 5,128,6,0,16857.55
Xiaomi,Mi 11,128,12,0,18773.89
Huawei,P40,64,12,5,9953.88
Apple,iPhone 12,128,12,3,20826.31
Huawei,P30,256,6,1,26092.28
OnePlus,9 Pro,128,6,2,18130.23
Huawei,P40,256,12,5,21955.05
Oppo,Find X3,128,4,1,13143.65
Apple,iPhone 11,256,4,3,26759.88
OnePlus,9 Pro,64,12,5,12823.1
Oppo,Reno 5,64,8,2,11270.02
Apple,iPhone 11,64,12,4,16291.84
Huawei,P40,128,12,2,15757.83
Apple,iPhone 10,64,4,3,14628.07
Huawei,P40,128,8,5,14004.33
Samsung,Galaxy S21,64,8,3,12440.01
OnePlus,8T,256,12,5,20443.48
Samsung,Galaxy S21,64,8,4,11387.88
OnePlus,Nord,128,6,5,13378.33
Samsung,Galaxy S21,64,8,4,13717.61
OnePlus,Nord,256,12,3,26032.13
Xiaomi,Redmi Note 8,64,8,0,10981.52
OnePlus,Nord,128,6,2,16358.28
Apple,iPhone 11,64,8,5,12515.19
Apple,iPhone 12,128,8,2,22137.94
Oppo,A15,64,4,0,9727.27
Huawei,P40,128,6,3,15367.77
Huawei,P40,256,12,5,18652.83
OnePlus,9 Pro,256,12,2,24274.65
OnePlus,Nord,256,8,3,25153.89
Apple,iPhone 10,128,8,2,18460.86
Xiaomi,Mi 11,128,8,2,13352.0
Samsung,Galaxy S10,128,8,1,16590.16
Xiaomi,Mi 11,128,12,4,12491.02
Oppo,A15,64,8,4,8398.67
OnePlus,9 Pro,128,6,0,20563.59
Xiaomi,Redmi Note 8,128,4,4,12848.8
Huawei,P40,64,8,3,11585.97
Xiaomi,Redmi Note 8,128,8,1,14936.82
Xiaomi,Redmi Note 8,256,12,3,20780.41
Samsung,Galaxy S21,256,4,3,26014.94
Oppo,Find X3,64,6,1,10203.77
Oppo,Find X3,128,4,2,12521.42
Huawei,P40,128,8,1,15889.95
Samsung,Galaxy S20,128,4,4,14361.61
Samsung,Galaxy S21,64,4,4,12002.88
Samsung,Galaxy S20,256,8,3,22926.86
Samsung,Galaxy S10,128,4,0,18270.24
Samsung,Galaxy S20,256,6,1,23896.22
Huawei,Mate 40,256,6,0,26487.14
Samsung,Galaxy S20,256,8,3,26479.01
Apple,iPhone 12,256,8,4,27073.06
